base_gear_joint	4250	0	750
arm_gear_joint	1450	0	695
upperarm_gear_joint	750	0	250
fore_gear_joint	2325	0	625
wrist1_gear_joint	200	0	110
wrist2_gear_joint	250	0	75
l_finger_actuator	0	0	0
r_finger_actuator	0	0	0
