base_gear_joint	9672	803	4259
arm_gear_joint	10092	0	5701
upperarm_gear_joint	269	7	999
fore_gear_joint	19216	-7	10085
wrist1_gear_joint	1165	803	398
wrist2_gear_joint	184	0	860
l_finger_actuator	-803	-795	7
r_finger_actuator	7	-803	803
