base_gear_joint	1207	0	-144
arm_gear_joint	3166	98	377
upperarm_gear_joint	516	0	150
fore_gear_joint	353	0	281
wrist1_gear_joint	1	251	6
wrist2_gear_joint	150	0	-43
l_finger_actuator	0	0	-98
r_finger_actuator	251	98	98
