base_gear_joint	1055.0	0	205.50
arm_gear_joint	3265.0	0	377.50
upperarm_gear_joint	615.0	0	150.0
fore_gear_joint	452.5	0	182.5
wrist1_gear_joint	100	0	105
wrist2_gear_joint	150	0	55
l_finger_actuator	0	0	0
r_finger_actuator	0	0	0
